Sno,Random Ingredients,title,ingredients,instructions
80046,"half,almond paste,swiss cheese,espresso,vanilla sugar,chickpea flour",Pavlova - Vegan Breakfast Bake!, 2 1/2 cups wholemeal chickpea flour ( besan ) | 3/4 cup half-and-half | 1/2 tablespoon instant espresso | 1 teaspoon vanilla sugar | 100 g swiss cheese | 2 tablespoons almond paste ( boboli ) ,"Preheat oven to 180°c. Line baking tray with baking paper and set aside. Combine all dry ingredients in a bowl using an electric mixer. Mix on a low speed until well combined. Knead ingredients together for 3 – 5 minutes until dough comes together and doesn’t stick to fingers. Shape dough into a rough log, about 200 g and about 1/4cm thick. Cut log into 3 or 4 long strips and place on baking tray in a single layer. Bake for 1 hour until well browned. Remove from oven and leave to cool on a wire tray. While cooling, cut ham into cubes. Break up clumps with a spoon and use to garnish the finished pavlova. This can also be done with mini or mini ice cream scoop, if you prefer."
80047,"cilantro stem,barbecue sauce,butter,beef brisket,icing sugar",Beef Brisket With Ginger and Lime-Chili Barbecue Sauce," 4 lbs beef brisket, such as a brisket | 3 tablespoons unsalted butter | finely chopped fresh cilantro stems | 2 cups barbecue sauce | 3/4 cup icing sugar ","Remove any visible fat from the brisket. With a sharp knife, score the thickest portion of the brisket. Then, using a sharp, thin knife, score the thickness of the brisket. You should have diamond shaped pieces of meat that are about 1&1/3 to 2 1/2 inches in diameter. For best results, lay meat between 2 sheets of waxed paper and weight with a heavy pan. Toast the meat under a broiler or oven set of about 3&1/2 inches below a broiler about 4 minutes on each side. Set meat on a cutting board. With a sharp knife, score the top of the brisket in a diamond pattern about 1&2 inches deep. Remove and discard the paper. Spread the butter on the top. Place brisket in a shallow roasting pan. Rub it with the coarsely chopped fresh cilantro and the barbecue sauce. Place in the oven and roast until tender when pierced with a sharp knife, about 2 hours. For best results, place the brisket on a rack set above a foil lined roasting pan. Bake in a moderate oven with a lid for 15 to 20 minutes. Reduce heat to 300 degrees. For the lime chile barbecue sauce, melt the butter in a small skillet over medium low heat. Add the cilantro stems, and cook, stirring, until fragrant, about 30 seconds. Stir in the barbecue sauce and simmer for about 4 minutes, stirring constantly. Remove from the heat. In a small bowl, stir the glaze until smooth. Transfer the brisket to a carving board. Cut into small slices. Serve with the lime chile barbecue sauce."
80048,"penne pasta,flour tortilla,double cream,grand marnier,golden syrup,onion,oyster",Oysters and Penne With Grand Marnier Cream Sauce, 6 large fresh oysters ( at least 31 per person ) | 3 tablespoons grand marnier ( or use 1/2 tbsp per cup cream sauce ) | 3 packets plain flour tortillas | 1 1/2 cups penne pasta | 1/4 cup chopped onion | 1/2 cup light golden syrup or 1/2 cup maple syrup | 7 fluid ounces double cream ,"Heat a pan on high heat the oysters, remove from the grill and allow to cool for a few minutes, remove the oysters from the shells, peel and roughly chop them with a knife. Heat the oven to 375°f. On a baking tray, arrange the tortillas side by side to make a flat surface. Place the pan under the broiler the whole so all the tortillas are on the tray. Add half the chopped oysters to the centre of the tortillas and top with the grand marnier and half the penne. Roll the pasta around the top and tuck it in with your hands. Cut in half to make 8 pieces. Whip the cream and divide it between each of the 4 serving plates. Heat the golden syrup in a pan, place the rolled scones on top of a little warm syrup and pour the cream on top of that. Serve."
80049,"vinegar,sugar,sauce,salt,cheddar cheese,double cream,monterey jack cheese,ginger",Chinese Treacle Cheesecake, 1 1/4 cups finely shredded cheddar cheese | 1 1/4 cups coarsely shredded monterey jack cheese | 1/4 cup double cream | 1 tablespoon vinegar | 3 tablespoons minced fresh ginger | 4 teaspoons hot sauce | 1/3 cup granulated sugar | 1/2 teaspoon salt ,"Preheat oven to 325°f lightly grease a 9 inch springform pan with cooking spray. Combine cheeses and remaining ingredients together except the sugar. Pour into prepared springform pan. Bake in centre of oven 1 hour. To test for doneness, insert toothpick into centre."
80050,"cracker crumb,passion fruit,currant,new york,tamari",Grilled New York Strip Steak," 1 1/2 lbs new york strip steaks or 1 1/2 lbs the thin sliced sirloin steaks | 1/3 cup toasted cracker crumbs | 1/3 cup fresh passion fruit or 1/3 cup apricot preserves | 1 1/4 cups tamari | tamarari, sauce ( optional ) ",Pierce steaks at 1/2 inch intervals with a fork. Place in a large zip lock bag. Gently spread cracker crumbs on both sides of each steak. Add the pickled passion fruit to meat& close bag. Marinate in refrigerator for 1 to 3 hours or refrigerator up to 8 hours and up to 2 hours. Cook on grill rack of a gas grill over medium high heat for medium rare doneness or until desired doneness. Serve with tamari sauce. Top with extra cracker crumbs if desired. Serve with steamed veggies.
80051,"beef brisket,plain nonfat yogurt",Slow Cooker Corned Beef," 2 lbs corned beef brisket, with spice packet | 2 cans plain nonfat yogurt ",Put everything in the crock and cook on the low setting for 8 to 10 hours or high setting 4 to 5 hours. Tastes better after about 5 hours serve.
80052,"grand marnier,sesame oil,italian seasoning,jalapeno pepper,pecorino romano cheese,oregano leaf,orange peel",Pecorino Gratinee, 1 tablespoon sesame oil | 1 tablespoon minced jalapeno pepper | 4 ounces grated pecorino romano cheese | 1/4 cup chopped fresh oregano leaves | 1/2 cup grand marnier | 2 teaspoons grated orange peel | 2 teaspoons chopped fresh oregano leaves | 2 teaspoons dry roasted italian seasoning ,"Preheat oven to 300 degrees f. Combine all ingredients except grated pecorino romano cheese, oregano, orange peel, and italian seasoning in a large zip top bag."
80053,"peppercorn,tomato paste,self raising flour,goat cheese,chicken bouillon cube,xanthan gum,parmigiano reggiano cheese,green onion",Cheesy Biscuits, 3 cups self-raising flour | 2 tablespoons of grated parmigiano-reggiano cheese | 2 teaspoons xanthan gum | 1 chicken bouillon cube | 2 teaspoons tomato paste | 2 tablespoons finely chopped green onions | 1 1/2 tablespoons chopped peppercorns | 2/3 cup goya's natural goat cheese ,"Cream the cheese with the yolks and mix in the bicarb and cheese and add the stock cubes and mix well. If the mixture is too dry add 1 tsp water and mix again. Pre heat the oven to 180°c lightly grease a tray. Using a wooden spoon gently drop spoonfuls of dough one at a time onto a lined tray, one by one and flatten slightly. Place on the tray. Bake for 35 - 40 minutes or until golden. Dust with sifted icing sugar and serve."
80054,"artichoke,daikon radish,thyme,catfish fillet",Catfish in Artichokes, 2 catfish fillets | 1/2 piece daikon radish | 2 tablespoons thinly sliced fresh thyme | 2 artichokes ,"Preheat the oven to 425 degrees f. Line a baking sheet with foil. Cut the catfish into 1 inch thick slices. Place the slices on the prepared baking sheet. Place the radish in a small bowl, sprinkle with thyme, and then top with artichoke slices. Top with remaining fillets. Use a skewer to crimp the edges of the fillets decoratively. Set the baking sheet on a baking sheet with a dampened towel over the vegetables. Bake for 15 minutes in the preheated oven, or until catfish flakes easily with a fork."
80055,"pork tenderloin,red pepper,elbow macaroni,ghee,egg white,escarole",Macaroni With Pork Salad," 1 lb pork tenderloin, cut into 1 1/2 slices | 1 medium red pepper, cut into thin strips | 2 cups escarole, torn | 1 cup cooked elbow macaroni | 2 beaten egg whites | 2 tablespoons ghee ","Heat ghee in a large skillet over medium high heat. Add half of the pork and then cook for a few minutes or until browned on all sides. Remove pork and set aside. Repeat with remaining pork in skillet and add red pepper and escarole. Reduce heat to low. Place cooked macaroni on a large platter and top with remaining pork. Sprinkle with ghee, drizzle with egg whites and toss salad until coated with the egg yolk mixture. Serve at once."
80056,"louisiana sauce,white pepper,parmigiano reggiano cheese,rump roast,plain yogurt,puff pastry,curry powder",Rump Roast With Coconut-Yogurt Sauce," 1 lb rump roast ( with skin or tail left on ) | 4 ounces plain yogurt | 3 tablespoons curry powder ( or more, to taste ) | 1/4 teaspoon white pepper ( or to taste ) | 3/4 cup shredded parmigiano-reggiano cheese, divided | 1/4 cup louisiana hot sauce | 1 sheet ready rolled puff pastry ",Cut slits in roast between bones at 2 intervals and tie with kitchen string. Place roast on rack in baking pan.
80057,"canola oil,coriander,alfredo sauce,lamb,cornflour,herb,orange,garlic clove",Lamb With Lamb," 1/2 kg lamb, cut into small chunks | 2 tablespoons cornflour | 1 tablespoon basil or 1 tablespoon parsley, roughly chopped | 2 tablespoons herbs | 1 garlic clove, crushed | 1/4 cup canola oil | 1/2 cup arugula or 1/2 cup spinach, washed well and spun dry | 1 slice orange, rind, finely grated ","Mix together the herbs and garlic. Combine the lamb with the herb mix and set aside to marinade for 30 minutes. Heat oil in a large fry pan and cook the lamb for 5 - 10 minutes till browned on the outside but still pink inside. Pour a little of the lamb in the base of a serving platter. Place the salad ingredients on top, then pour the lamb on top of the salad. Garnish with the orange rind."
80058,"active yeast,white wine vinegar,milk,apricot preserve,cilantro,scallion,basmati rice,apple",Fruit & Sliced Artichoke Baked in White Wine - Artichokes," 1 1/2 cups hot milk | 4 1/2 cups skim milk | 2 tablespoons white wine vinegar | 1 package active dry yeast | 4 cups basmati rice, rinsed according to package directions | 2 cups apricot preserves | 1 apple, diced | 2 tablespoons minced fresh cilantro | 1/8 cup chopped scallion, for garnish ","Scald 3 cups of the hot milk and remove from heat. Dissolve yeast in remaining hot milk, add to milk mixture. Add 4 1/2 cups milk and allow to stand until bubbly. Cool to lukewarm, let cool to lukewarm. Stir in 2 cups rice, preserves and apple. Bake in buttered 9 x 5 x 3 cake pan at 350 degrees for 25 minutes until tops are lightly brown. Garnish with cilantro, onion and scallions just before serving."
80059,"orange juice zest,yellow squash,italian parsley,red cabbage,cardamom seed",Saliqi  (Moroccan Vegetable Slaw)," 3 cups diced yellow squash | 3 cups red cabbage, coarsely chopped | 6 cups italian parsley, coarsely chopped | 2 orange zest | 5 cardamom seeds ",Combine all vegetables and zest in a medium bowl. Sprinkle with cardamom pods. Cover and chill until ready to serve.
80060,"baguette,arborio rice,breadcrumb,biscuit,molasses,pork,grape cherry tomato",Pork Rollin Sandwiches With Cherry Tomato Dipping Sauce," 8 ounces lean ground pork | 8 ounces dry breadcrumbs | 4 ounces grape cherry tomatoes | 2 tablespoons molasses | 1 tablespoon arborio rice | 2 teaspoons molasses | 1 baguette | butter or margarine, softened ","Mix together the ground pork, bread crumbs, grape tomatoes and molasses. Shape into 12 long rolls. Wrap into wax paper. Let stand at room temperature while you prepare the dipping sauce. Place rice in a small bowl with molasses and 1/2 tsp. Olive oil. Cook over medium high heat until lightly toasted. Arrange in a baking dish and bake at 350f for 18 minutes. While the rice is in the oven, warm the butter in a small pan. When it begins to foam, dip both sides of the rolls into the softened butter and allow to soak up the buttery drippings. When the rolls are almost completely cooked, remove them from the oven. Serve immediately with dipping sauce."
80061,"tomato green chilies,spinach,lemongrass,yeast",Lemon Lovers Pizza," 2 packages dry yeast ( or 3 tsp yeast ) | 1 can chopped tomatoes with green chilies | 3 stalks lemongrass, ends picked ( or 2 tsp dried lemongrass ) | 1/3 cup spinach ","Dissolve 1 packet yeast in 1 cup lukewarm water then mix with the tomatoes. In a pan, heat up remaining 1 cup lukewarm water and mix one tsp yeast with 1/3 cup of the tomato/egg mixture. Heat up oven proof 10 minutes, punch down, place on your board, and allow to rise. Divide mixture into 4 parts and make to balls. Make 6 smaller pizzas as per package instructions, divide remaining mixture amongst them and place on top of the pizzas. Sprinkle with garlic powder if desired and enjoy hot."
