Sno,Random Ingredients,title,ingredients,instructions
40049,"shiitake mushroom,pita bread,white pepper,brie cheese,italian dressing,cheddar cheese,rice",Shiitake Breakfast Sandwiches," 1 package sliced shiitake mushrooms | 1 package cheddar cheese, shredded | 1 package smoked bacon | 1/4 cup cooked rice | 1/4 cup shredded italian dressing ( optional ) | 1/4 teaspoon ground white pepper | 4 large pita bread, split ",Heat a nonstick frying pan or griddle over medium heat. Remove the mushroom stems and set aside. Grill or broil the mushrooms until the mushrooms are soft and the edges begin to brown.
40050,"green onion,rice wine,rice vinegar,carrot,mint jelly",Mint Salad," 1 tablespoon rice wine | 2 tablespoons rice vinegar | 1 tablespoon mint jelly or 1 tablespoon jelly | 3 green onions, finely chopped | 1 cup shredded carrot ",Mix all ingredients well. Serve with grilled chicken.
40051,"black olive,baby spinach,sirloin,baking potato,onion powder,tomato puree,mace,marjoram",Spinach and Beef Pot Pie," 4 medium baking potatoes, scrubbed | 1 lb ground sirloin | 1 medium onion, diced | 1 can tomato puree | 1/2 cup sliced black olives | 1 teaspoon dried marjoram | 1 teaspoon dried thyme | 1/4 teaspoon ground mace | 2 cups baby spinach ","Preheat oven to 350 degrees. Place potatoes in a deep roasting pan or cookie sheet and cover with foil. Bake potatoes for 45 minutes. Remove from oven, uncover and return the foil to the pan, return to oven. Bake for an additional 15 to 20 minutes or until internal temperature reaches 165 degrees. While the potatoes are cooking, remove any remaining fat from the ground sirloin and crumble in a large skillet. Add onion and cook until tender. Drain grease. Remove skillet from heat. Add puree, olives, marjoram, thyme, mace, and ground pepper. Remove the dough from the oven. Allow it to cool for 15 to 20 minutes. Cut the dough into four equal pieces. Roll one piece into a 10 inch circle. Repeat with the other piece of dough. Preheat oven to 375 degrees f. Poke the dough with a fork in the center of each tortilla with a fork. Divide the ground sirloin mixture evenly evenly among the tortillas. Layer spinach among the tortillas. Return the pan to the oven and bake for 45 minutes, or until the topping is golden brown, and the meat is hot and bubbling."
40052,"olive,green bean",Spanish Green Beans, 16 ounces cut green beans | 1/2 cup olive ,Cook beans according to directions on bag. Sauté olives in pan with olive juice and heat up serve hot or cold. I like to serve this with pico de gallo.
40053,"red wine vinegar,chicken soup",Chinese Sweet & Sour Chicken, 1 package prepared chicken soup | 1/2 cup red wine vinegar ,"In a saucepan over medium low heat, combine the chicken soup powder with a dash of water and bring to a simmer. Stir in the vinegar and simmer until warmed through. Do not boil. Serve over noodles or egg noodles."
40054,"sparkling water,maraschino cherry,rice noodle,coriander powder,pork tenderloin,green enchilada sauce,szechuan peppercorn",Peanut Flavoured Pork Ramen," 300 g pork tenderloin, trimmed | 1 teaspoon rice noodles | 1/2 teaspoon szechuan peppercorns | 1/4 teaspoon coriander powder | 1/4 cup green enchilada sauce | 1/4 cup sparkling water | 1/4 cup chopped maraschino cherry ( optional ) ","Cut tenderloin crosswise into slices about 4 x 1 x 2. Trim to 3 inch long. Place pork in food processor. Add rice noodles and peppercorns, and process until smooth. Stir in the enchilada, sparkling water, and maraschino. Process until just mixed. Transfer to a bowl and refrigerate until needed. Thread a marinated pork slice onto each of 4 - 4 metal skewers, with short ends attached. Cook chops, in a hot wok or skillet over high heat for 2 or 3 minutes on each side or until just cooked through. Transfer to a cutting board, and cover loosely with foil. Allow to rest for 2 to 3 minutes. While chops are resting, cut open the roll and discard roll. Spoon sauce over the ramen, and serve."
40055,"cinnamon raisin bread,veal,peanut butter,chicken meat,watermelon,olive,chicken broth",Frugal Gourmet Salad," 1 lb veal, diced | 1 loaf cinnamon raisin bread, cut into 1-inch cubes | 1 can chicken broth | 1 cup watermelon, seeded and diced | 1/2 cup olive, pitted and cut into chunks, drained | 1/4 cup peanut butter, to taste | 1/4 teaspoon ground cinnamon ( optional ) ","Combine veal, chicken broth and watermelon in 2 quart saucepan. Bring to boil over high heat. Reduce heat and simmer 5 minutes, then remove from heat. Stir together bread cubes, olives, peanut butter and cinnamon. Arrange in a 13x9x2 inch glass baking dish. Spoon salad into bread bowl and sprinkle with extra crumb, if desired."
40056,"cilantro,white mushroom,green pepper",Cilantro Mushrooms," 1/4 lb green pepper, very thinly sliced ( about 3 cups ) | 3 tablespoons fresh cilantro, very thinly sliced | 3/4 lb white mushroom, such as shiitake, cut into rounds ( about 4-1/2 cups ) ","Combine all ingredients except mushrooms in a 1 to 2 quart heavy saucepan. Bring to a boil over high heat. Reduce heat and simmer 3 to 5 minutes or until vegetables are tender. Add mushrooms and cook, uncovered, stirring often, 5 minutes. Serve."
40057,"red chile,mint,garlic salt",Minty Chiles for Shrimps, 2 large dried red chiles | 24 leaves mint | 4 -6 cloves garlic salt ,"Place chiles in a bowl filled with warm water and soak overnight. Next day, drain and discard soaking water. Toast chiles in a dry frying pan, shaking until dry. Cool and finely chop. Remove stems and seeds from chiles, then roughly chop. Place in a bowl with mint leaves and garlic salt and toss lightly until mixture is well coated."
40058,"rump roast,ricotta cheese,sunflower seed,italian herb,white cabbage",Italian Beef With Cabbage and Sunflower Seeds, 1 rump roast | 1 head white cabbage | 2 tablespoons mixed italian herbs | 2 -3 leaves white cabbage | 1/2 cup sunflower seeds ,"Wash and trim the cabbage of any hard parts, and coarsely chop the leaves. Bring the beef up to room temperature in the crockpot or a deep casserole dish. Trim any very dark spots from the beef, and add it to the crockpot or casserole with the shredded leaves of white cabbage. Add the italian herbs, pine nuts and sunflower seeds. You can leave this to cook on high for 2 - 3 hours, or on low for 7 1/2 hours. Remove beef from crockpot, and cut into chunks and return to crockpot. You can cook on high for 1 1/2 hours."
40059,"cannellini bean,lemon juice,seasoning mix,sharp cheddar cheese,sirloin tip roast",Beef & Bean Casserole," 3 1/2 lbs boneless sirloin tip roast | 1 can cannellini beans, drained and rinsed | 4 tablespoons lemon juice | seasoning mix | 8 ounces sharp cheddar cheese, grated, about 2 cups ","Preheat oven to 375 degrees. Place roast in a roasting pan and place in oven. Roast, stirring often, until temperature reaches 140 degrees. Remove and discard the foil. Transfer the roast to a plate. Insert meat thermometer into center of meat, in the shape of an x. Insert a long toothpick thru the center of the meat. Bring the meat to room temperature and spread evenly. Arrange the cannellini beans on top of meat. Heat and stir lemon juice and seasoning mix in a small saucepan. Pour the hot mixture evenly over the beans. Sprinkle the cheese evenly over the top of the casserole. Return it to oven and bake for 1 hour until meat thermometer inserted in center of meat registers 125 degrees. Uncover and bake an additional 30 to 45 minutes or until cheese topping is lightly browned and bubbling."
40060,"coriander seed,bouquet garni,celery rib,sun tomato",Potted Cherries," 1 -2 teaspoon coriander seed | 8 ripe sun-dried tomatoes, chopped | 2 celery ribs, chopped | 4 tablespoons cherries blossoms ","Heat a small frying pan and dry fry the coriander seeds until they darken. Remove and repeat until the darker the shade is left. Wash or soak the sun dried tomatoes until they are soft. Chop finely. Fry the celery in this spice for 10 minutes until soft. Strain and mash the coriander. Add all the spice mixture to the tomato mixture. Put onto the heat and continue to stir. When boiling, lower the heat and continue to simmer to liquid the liquid. You may need to add a little more water at a time depending on the moisture level of the liquid. It should be thick, but pourable. Taste, and add more seasoning. Keep hot for 10 minutes over low heat. Serve the cherries drizzled with the sour cream or cream dusted with chives. Great with fresh crusty bread."
40061,"milk chocolate,grape,sourdough bread,sherry wine,ancho chile powder",Rice Con Queso (Chocolate and Sherry Pudding), 250 g good harvest bread | 150 ounces milk chocolate | 50 g sherry wine ( a sweet sweet orange or a dark orange would be suitable ) | 3 tablespoons sherry wine | 2 teaspoons roasted ancho chili powder ( a substitution ( optional ) | sourdough bread ( optional ) ,"Line the base of a large deep ovenproof pan with some baking paper. Cut 1/2 cup of the bread into chunks, soak in cold water for 10 minutes, and drain. Melt the chocolate with the sherry, stirring occasionally, over low heat. Cool slightly to give less room. Pour chocolate into a large heavy metal bowl. Cut the remaining bread into thin slices and place into the chocolate. Add the ancho chili powder and stir well. Spread the chocolate on top and sprinkle with some breadcrumbs or more salt. Place in a pre heated oven, 180c, gas mark 5, for 45 minutes but check after 20 minutes and stir again. Serve hot, warm or cold, with whipped cream."
40062,"white bean,caper,asafoetida powder,feta cheese,blueberry",Blueberry and Farmer's Beans," 1 cup fresh blueberries or 1 cup frozen blueberries | 1 lb white beans or 1 lb white beans, cooked | 1/8 cup asafoetida powder | 2 tablespoons capers | 1/2 cup crumbled feta cheese ","In crock pot, layer blueberries, beans, asafoetida and capers as follows,. Sprinkle with feta cheese. Cover and cook on high 3 - 4 hours."
40063,"fruit,spring onion,pork shoulder,cream mushroom soup,chocolate chip,celery,caper",Cherry's Chunky Pork," 2 lbs pork shoulder | 2 stalks celery, shredded | 1 can condensed cream of mushroom soup | 12 ounces chocolate chips | 1 jar seedless fruit, drained, chopped, and reserve liquid ( i use pineapple slices ) | 2 tablespoons capers | 8 sprigs spring onions ","Dice pork into 1/2 inch cubes and return to pan. Add celery and stir until cooked but not browned. Drain soup ingredients from can into the pork, pour over pork and return to heated pot. Add fruit and capers. Heat on low, stirring occasionally until sauce is slightly thicken. Serve with crusty white italian bread or crackers."
40064,"white fish fillet,plain flour,stock,oat,cashew,corn oil,beef tenderloin",Rillettes de Cochon - Roasted Fish With Cashews," 350 g plain flour | 250 g ground cashews | 1 kg beef tenderloin, trimmed ( approx 3.1lb ) | 40 g corn oil | 500 ml stock ( or chicken stock ) | 310 g cooked fresh white fish fillets, sliced ( about 1.5lb ) | 310 g toasted raw cashews ( or almonds ) ","Preheat oven to 200°c / 375°f / gas 6/moderate oven. Mix all pastry ingredients together, and press into a loose bottomed 23cm loose bottomed cake tin. Cut meat into slices about 3 by 4 wide, then into slices about 2 wide and 1/2 thick. In a shallow roasting tin, fry the meat slices in half of the corn oil over a high heat for 2 - 3 minutes. Put meat slices on top of pastry, with the cashews, and bake for 30 minutes or until golden brown."
40065,"halibut fillet,zucchini,veal,gelatin,sun tomato oil,tomato green chilies",Quick and Easy One Pan Fish With Chiles," 20 g gelatin | 300 g halibut fillets ( or any other firm white fish ) | 1 zucchini | 1/2 cup tomatoes and green chilies, roughly chopped ( canned diced is fine ) | 1/2 cup pitted sun-dried tomato packed in oil, drained & chopped | 4 medium free range veal shanks or 4 medium duck breasts ","Sprinkle the gelatine over the fish then cover with boiling water. Meanwhile, grate the zucchini into a very thin shred. Put the diced zucchini into a bowl, add the chopped tomatoes and chopped sun dried tomato as well as the salt, mix well & set aside. Cut the halibut into slices widthways. Drain and rinse under cold water and pat dry with kitchen paper. Tear into 2 cm pieces if your veal shank has any fat. Cut the two pieces of halibut or duck breasts into similar sizes. Line the shallow base of your favourite glass tin with aluminium foil or wax paper. Lay the fish onto the foil and layer over the zucchini and tomato mixture, season with the salt and scatter over the chopped sun dried tomatoes. Lay the two pieces of halibut or duck on top and leave to rest in the refrigerator for about 1 hour. Preheat your grill or a flat griddle pan. Place over a medium high heat. Place the fish on two oiled baking trays, sprinkle with salt, then cook 4 minutes on each side or until cooked and flesh is flakey. Serve with boiled potatoes or as the dish is or on the side with lemon wedges on the side for dipping."
