Sno,Random Ingredients,title,ingredients,instructions
90046,"turnip,vanilla bean,pernod,russet potato",Pernod Roasted Vegetables(Serves Many), 1/2 lb turnip | 2 russet potatoes | 1/4 lb russet potato | 1/2 vanilla bean | 1/4 cup grated pernod ,"Peel, core and cut turnips into 1/2 inch thick rounds. Cut pith from vanilla bean then split the vanilla bean lengthwise and scrap the inside of pinnom pods using scissors. Place cut vegetables in a large roasting pan. Sprinkle with freshly grated parmigiano, and drizzle with the freshly grated pecorino as above. Add 1 tablespoon pernod or other anise flavored oil, or enough for a roasting pan with lots of flavour. Preheat oven to 350°f. Place the vegetable mixture under a hot broiler or in a large roasting pan. Broil for 4 to 5 minutes, until they just start browning. Watch closely to ensure that they do not burn. Watch carefully. Do not burn, as the garlic can burn and spoil the flavour."
90047,"cayenne pepper,russet potato,mayonnaise,sirloin,turkey",Beef Kebabs With Warm Potato and Turkey Dip (Brasato Na Pota) #5FIX," 1/2 lb ground sirloin | 1/2 lb ground turkey | 1/4 cup light mayonnaise | 1 dash cayenne pepper | 6 russet potatoes, diced ","Combine the beef, turkey and the light mayonaise in a large resealable bag and let marinade in the fridge for at least an hour. When ready to cook, grill the potatoes until browned on the medium hot grill. The meat mixture should have no pink inside and no pink showing. Serve the beef mixture over the warm potatoes."
90048,"tarragon,focaccia bread,beef sirloin,salmon fillet,pepperoni,garlic,beef bouillon cube,lemon",Baked Beef and Poached Salmon Sandwich," 1 1/2 lbs beef sirloin, boneless, cut into 1-inch cubes | 1 cup water | 2 beef bouillon cubes | 8 slices of thin-sliced pepperoni | 8 pieces of thin-sliced tarragon | 4 slices of thin sliced lemons, for garnish | 2 loaves large focaccia bread | 1/4 cup minced fresh garlic ","Preheat oven to 400°f set a large nonstick skillet over high heat. Season the beef with salt and pepper. Add beef to hot skillet. Brown beef on all sides, taking care not to burn. Transfer the beef to a 3 1/2 quart baking dish. Add water, beef bouillon, pepperoni, and tarragon to skillet. Bring to a boil. Cover tightly."
90049,"bean,garam masala,mar bar,masa harina,beef stew meat,oyster sauce,pork chop",Beef & Bean Masala, 1 lb beef stew meat | 1 lb boneless pork chop | 1/4 cup masa harina | 1/4 cup oyster sauce | 1 1/2 teaspoons garam masala | 1 can refried beans ,"In a large skillet, marinate beef and pork with oyster sauce, garam masala and masa harina. Brown beef and pork in olive oil and remaining marinade. Add beans to skillet and bake for 30 minutes or until meat is cooked."
90050,"saffron,tuna fillet,cajun seasoning,orange",Grilled Tuna Nicoise," 3/4 cup saffron | 2 tablespoons cajun seasoning | 2 tablespoons orange rind, grated | 4 tuna fillets, 1 to 1 1/2 inch thick ","In a small bowl, combine saffron, cajun seasoning, grated orange rind."
90051,"chicken stock,sun tomato,parsley leaf,clove,paprika,asiago cheese,pork shoulder","Pork With Sun-Dried Tomato, Asiago Cream and Garlic"," 3 lbs pork shoulder | 12 ounces sun-dried tomatoes, rinsed, soaked in hot water for 30 minutes, drained | 2 cups chicken stock | 4 ounces fresh asiago cheese, grated | 1 bunch fresh parsley leaves, stems trimmed | 2 cloves | 1/2 teaspoon sweet paprika ( i use szeged ) ","Pour all ingredients into a large pot and cover with cold water. Bring to a boil and simmer over low heat for at least 2 hours, or until meats are tender. Remove pan from heat and let cool to room temperature. Remove meat from bones and shred in food processor. Add enough cream or half cup water to sauce until desired consistency is reached. Cool and add remaining ingredients and stir to blend well. Serve with crusty bread. For an asiago cream, adjust the amount of the cheese according to how creamy you like your cream."
90052,"beef gravy,pork butt,garlic powder,applesauce,cold water,tamari,bean sprout",Teddy's Pork Belly Buster, 1 lb pork butt | 4 tablespoons tamari | 4 tablespoons cold water | 1 jar beef gravy | 8 ounces fresh bean sprouts | 3 tablespoons garlic powder | 2 tablespoons applesauce ( your preference ) ,"Cut pork butt into cubes. In medium pot, add pork, water and tamari. Place over medium heat and boil until almost done, about 30 minutes. Meanwhile, in a medium bowl, put together gravy, sprouts, garlic powder and applesauce. When meat begins to render fat, add it over medium heat. When water is boiling again, add sprout mixture. Cover and remove from heat. Wait 30 minutes for the gravy to thicken, usually this can take up to 2 hours. Serve over noodles or rice."
90053,"tamari,rosemary leaf,aubergine",Eggplant-Aubergine Salad, 1 large eggplant | 2 tablespoons tamari or 2 tablespoons soy sauce | 3 tablespoons fresh rosemary leaves ,"Preheat the broiler. Cut eggplant into 1/4 inch slices. Place slices on a baking sheet and broil 3 minutes or until skin is charred. Remove and allow to cool for 5 minutes, then peel off skin. Slice eggplant into 1/4 inch slices and arrange on a serving plate. Toss with tamari, and sprinkle with chopped rosemary leaves."
90054,"brandy,amaretto,pizza sauce,cinnamon",Peanut Flavoured Cream Cheese, 2 tablespoons cream cheese or 2 tablespoons mascarpone cheese | 1 tablespoon amaretto | 1 teaspoon brandy or 1 teaspoon rum | 1/2 teaspoon cinnamon ,"Using an electric mixer, blend all ingredients together on low speed until smooth. Cover and refrigerate up to one week before serving."
90055,"caster sugar,pecan,italian sausage,gruyere cheese",Gneaden Kaese," 1 lb thickly sliced italian sausage ( sausages in a bun, 3/4-inch slices across the long axis from the point of each sausage ) | 1 cup coarsely chopped pecans | 2 tablespoons caster sugar, plus extra for sprinkling | 4 ounces shredded gruyere cheese ","Heat a large nonstick frying pan over medium heat. Add the sausages and brown on all sides, breaking into pieces with spatula. Transfer the sausages to a plate and cover to keep warm. Add the pecans to the pan and cook, stirring, until lightly toasted, 3 - 4 minutes. Stir in the sugar, increase the heat to medium and toss to coat them with the sugar. Return the sausages to the pan, sprinkle with extra sugar, and cook until warmed through and well coated, around 5 minutes. Meanwhile, pile the gruyere onto a plate. Divide the sausages and pecans among plates, scatter with more sugar, and serve with crackers."
90056,"mustard seed,apple juice",Apple Mustard Spray, 1/4 cup mustard seeds | 1 cup apple juice ( or apple juice or water ) ,"Rinse mustard seeds well and spread over a large sheet of wax paper. Bake until blackened, about 40 minutes. Cool thoroughly and press dry with a towel or paper towels. Place in a plastic bag or storage container and let dry at room temperature until ready to use. Place mustard seeds in a dry glass 3/4 to 1 cup capacity resealable plastic bag and add apple juice or water. Close contents tightly and shake until mustard seeds are coated. Store in airtight container, at room temperature for up to 3 weeks or freeze for up to 3 months."
90057,"grain white rice,adobo seasoning",Chipotle Spanish Rice, 1/2 cup short-grain white rice | 2 teaspoons adobo seasoning ,"Prepare the rice according to pkg. Directions with no added fat added. When it comes to a full steam, set it aside. Add adobo seasoning to rice in a hot skillet."
90058,"gruyere cheese,cornstarch,ladyfinger",Fondue for the Gang or Dinner," 6 tablespoons cornstarch | 1 cup grated gruyere cheese | 3 tablespoons sugar, to taste | 6 soft ladyfingers ",Sift all the dry ingredients into a bowl. Stir in the cheese. Coat a fondue pot with warm oil or fat. Serve the fondue with ladyfingers.
90059,"greek yogurt,flat leaf parsley,italian seasoning",Yogurt Cheese, 8 ounces plain greek yogurt | 1 tablespoon chopped fresh flat-leaf parsley | 1 teaspoon italian seasoning ,"Place the yogurt in a bowl or strainer and refrigerate overnight. Stir the yogurt with the parsley with the italian seasoning. Place in your favorite flat dish and refrigerate overnight when serving. When ready to serve, place in small dishes and refrigerate until serving."
90060,"ginger garlic paste,basil leaf,sesame seed,iceberg lettuce,chunky salsa,white bread,rack lamb",Mexican Rack of Lamb," 1/4 cup sesame seeds | 8 slices white bread | 2 racks of lamb, frenched | 5 -6 tablespoons chunky salsa | 4 tablespoons ginger-garlic paste ( optional ) | 2 tablespoons basil leaves | 1 iceberg lettuce, large leaves ","Toast the sesame seeds over a gas flame or under the broiler, shaking until they begin to brown, about 3 minutes. Watch them closely. Do this until the sesame seeds have a nice golden brown appearance, stirring often during this process. You may leave the sesame seeds off until serving time, as sesame seeds may not readily toast when heated. You can grind them to your own texture in a mortar and pestle. While the sesame seeds toast, put the rack of lamb onto a large cutting board. Cut slits at 1 inch intervals with a sharp knife, cutting them crosswise to make diamond shaped slits. Lay the sesame seeds cut side down on the cutting board, and cut off excess fat. Use a slotted spoon, if the sesame seeds do not pop out, it is important to have a table to help you do this. When the sesame seeds start to blacken around the slits, remove them with a slotted spoon and drain off any excess liquid.. Spread 2 tablespoons of salsa on both crusty side of each slice of bread. Arrange a slice of slotted lamb on the salsa, and top with the remaining slice of bread. Cover and let sit for about 30 minutes, turning over occasionally so the bread does not break apart. When the sesame seeds are done, arrange the toast on a serving platter or serving plate. Wash and remove the lettuce leaves from the lettuce. Pull apart the lettuce leaves a few times and spread generously with the spicy salsa. Top off each slice with a slivered almonds or more, depending on the desired level of sesame seeds. Serve immediately. If serving warm, you can assemble the sandwich by layering the meat on top, lettuce leaves on top and pressing down gently into the salsa. You can serve this in a bowl along with the sesame seeds and sesame seed slices and top with crispy salsa, shredded onion, or some shredded jalapeno if desired. The salsa will keep refrigerated, if you are going to use it immediately."
90061,"wheat flour,beef chuck steak,pomegranate molasses,anchovy fillet,mozzarella cheese",Swiss Steak Pizza," 2 tablespoons pomegranate molasses | 2 whole wheat flour | 1 center-cut boneless beef chuck steak, 1/2-inch thick | 1 cup shredded mozzarella cheese | 2 anchovy fillets, rinsed and drained ","Preheat the oven to 425 degrees f. Grease an 8 inch pizza pan. In a small bowl, mix the pomegranate molasses and flour. Dip the beef strips one at a time into the molasses mixture, letting any excess drip off. Arrange the beef strips on the prepared pizza pan. Top with mozzarella cheese and anchovies, if desired. Bake in the preheated oven until the cheese is melted and the crust is browned, about 10 minutes. Cut into 8 wedges and serve hot."
90062,"feta cheese,anise seed,red chili pepper,season salt,cold water,cream tartar,pie shell,hot chili pepper",Indian Feta Cheese Spread on the Half Shell," 1 1/2 lbs neufchatel cheese or 1 1/2 lbs cream cheese, at room temperature | 8 ounces feta cheese, drained and crumbled | 1/4 teaspoon cream of tartar | 1/4 teaspoon ground anise seed | 1/8 teaspoon fresh red chili pepper, minced | 1/8 - 1/4 cup cold water | 1/8 - 1/4 teaspoon dried hot chili pepper, crushed | 1 dash season-all salt ( optional ) ","Place the neufchatel in a bowl and beat with an electric mixer until light and fluffy. Add the feta, cream of tartar, anise, chili peppers, and a dash of seasoned salt."
90063,"black olive,sherry,garbanzo bean,pork roast,shrimp,parsnip",Spanish Garbanzos With Pork or Chicken," 1 lb fresh garbanzo beans or 1 lb dried garbanzo beans | 1 kg pork roast, cut into large cubes or 1 kg ground turkey | 1/2 cup parsnip, coarsely chopped | 2 tablespoons shaoxing wine or 2 tablespoons dry sherry | 1 can black olives, sliced | 6 -8 large shrimp, cleaned and deveined ( cooked ) ","Soak beans for about 3 hours until almost tender, then boil for 15 minutes. Drain. Place cooked meat and dried beans in large pot along with enough water to cover and simmer on low about 50 minutes or until meat is just cooked throughout. Drain. Meanwhile, in a large bowl, mix together the shaoxing wine, black olive, parmesan cheese and garlic. Place meat back into the pot. Add the shrimp to the pot. Add the cooked, drained beans and mix well. Serve hot."
