Sno,Random Ingredients,title,ingredients,instructions
60053,"corn,heavy cream,spaghetti sauce,tropical fruit",Sweet and Savory Mexican Spoon Sweet," 24 ounces light corn | 24 ounces of tropical mixed fruit | 1 cup heavy cream | 0.
    -667 package dry spaghetti noodles ",Cut corn and tropical fruit in half remove seeds and chop coarsely.  Bring cream to a simmer in a saucepan over med high heat and cook 2 minute.  Stir in corn mixture and return to a simmer over med high heat.  Spray a baking sheet with non stick spray and arrange frozen pasta in the center.  Cover and bake at 375°f/190°c for about 20 minute remove from pan and let sit 5 min stir every now and then to distribute cream.  Return pasta to baking sheet and sprinkle with chopped nuts to serve.
60054,"pillsbury crescent dinner,thyme sprig,dark rum,cauliflower,sharp cheddar cheese",Cauliflower Cheese Pies," 2 cans pillsbury refrigerated crescent dinner rolls | 1 1/2 cups sharp cheddar cheese, shredded | 2 teaspoons dark rum | 2 teaspoons dried thyme sprigs | 3/4 cup cauliflower, chopped into small pieces, about 1 1/2 | 1/4 cup coarsely shredded dark aged sharp cheddar cheese ","Preheat oven to 200 degrees f.  Unroll 2 cans of crescent dinner rolls on a lightly floured board and roll out as thinly as possible.  With a rolling pin, roll out dough to a 6 inch round about 3/4 inch thick.  Repeat process with remaining cans of crescent rolls and canes of dough.  Place on a lightly greased baking sheet.  Place 1 teaspoon of rum, thyme, cauliflower pieces and 1/4 cup shredded cheese in a 1 1/2 quart casserole dish and arrange dough rounds on top.  Top with remaining 1 1/2 cups of shredded cheese.  Bake in preheated oven until cheese has melted and edges are lightly golden brown, about 25 - 30 minutes."
60055,"salt pepper,corn,egg",Fried Corn (South Africa)," 1 can whole corn, drained ( drained corn of your choice, if frozen, then thaw completely ) | 4 eggs | salt & pepper ",Put corn into a bowl and cover with water.
60056,"pecorino cheese,tamarind paste,ice",Tamarind Shaped Appetizer," 2 tablespoons tamarind paste ( available at specialty food or health food stores.
    - it is an indonesian spice used in indonesian cooking stores ) | 2 tablespoons pecorino cheese ( grated ) | 2 cups crushed ice ",Combine the tamarind paste and pecorino together in a food processor.  Process until smooth.
60057,"dill,grand marnier,swiss cheese",Swiss Cheese Spread," 1/2 cup shredded swiss cheese | 1 tablespoon finely minced fresh dill ( or 2 tsp.
    - dried dill weed ) | 1 tablespoon grand marnier ",Mix all ingredients together in a bowl.  Cover and chill for at least 24 hours.  Serve with crackers.
60058,"cilantro leaf,okra,glutinous rice flour,chicken breast,black pepper",Finger Fried Chicken With Okra and Black Pepper," 8 cups glutinous rice flour | 3 lbs boneless skinless chicken breasts, cut into 1-inch pieces | 1/2 cup chopped fresh cilantro leaves | 1/2 teaspoon ground black pepper | 1 package frozen okra, thawed ","Place flour in large bowl and quickly mix in enough rice water to make a thin, slightly sticky batter.  Add chicken and toss to coat, then add cilantro and ground pepper and toss to coat.  Remove chicken from remaining flour mixture and gently drop into batter until coated, but not falling apart.  Transfer to large platter, cover with plastic wrap, and refrigerate for at least 1 hour.  Preheat a 12 inch nonstick skillet over medium high heat and repeat with remaining chicken and okra, tossing to coat.  Cook uncovered, stirring occasionally, until lightly browned and cooked through, about 10 minutes. ."
60059,"gingerroot,red chili pepper,green cardamom pod,white wine,tequila,urad dal",Rasam's Ultimate Chachie: Home Brewed Tequila," 2 gallons cheap tequila | 1 red chili pepper, chopped | 1/2 cup gingerroot, chopped | 3 -4 green cardamom pods | 5 ounces white wine | 1 tablespoon uad dal ","Add tequila to pitcher of 2 liters of a homeade/skillet/pot.  Heat on the stove. .  Dice chile. .  Add chopped ginger, red chili and green cardamom.  Mix spices into tequila mixture and let sit in the refrigerator until ready to serve.  Add white wine to pitcher of tequila.  Serve over ice or in tall glasses with a straw.  The ginger should be in little thin strips of dark orange peel."
60060,"ladyfinger,ginger ale,cream chicken soup","P.
    -F.
    - Chang's Laundry Bundles"," 1 can condensed cream of chicken soup, undiluted | 1 pound soft ladyfingers | 4 tablespoons ginger ale ","Pour cream of chicken soup into a 12 by 9 inch baking dish, and set aside.  Arrange ladyfingers in the bottom of the baking dish.  Cover ladyfingers with ginger ale until they are covered.  Sprinkle with ginger powder, and cover with cream of chicken soup.  Cover with foil, seal the edges, and bake at 350 degrees f.   for 30 minutes."
60061,"tortilla chip,vanilla essence,confectioner sugar,season salt,havarti cheese,scotch bonnet pepper,tomato puree,potato starch",Havarti Con Queso," 14 ounces havarti cheese, cut into 1/2 inch cubes | 3 -6 teaspoons potato starch ( cornstarch works too ) | 3/4 - 1 teaspoon cream of tomato puree | 1 teaspoon vanilla essence | season salt | 4 scotch bonnet peppers, split lengthways and deseeded | 14 ounces tortilla chips | confectioners'sugar ","Preheat oven to 180c.  Line two baking trays with baking parchment.  In a blender, add havarti cheese, potato starch and cream of tomato puree and puree on low setting until combined, scraping down the sides and sides as needed.  Season with vanilla essence and season with season salt if desired.  Place four tortilla chips on the prepared tray.  Dip each one in the mixture well.  Sprinkle with a little more confectioner's sugar.  Bake for 4 - 5 mins or until crisp and golden.  Serve hot or cold.  For breakfast, in a small saucepan, melt a generous pinch of salt over low heat and stir in 1 teaspoon cream of tomato puree, 1/2 teaspoon cream of sugar and a pinch of paprika.  Bring to a boil, then reduce heat and simmer for 5 mins."
60062,"vegetable oil,beef brisket,green bell pepper,sherry,cilantro",Mexican Steak," 1 beef brisket, cut 1 to 1 1/2 inch thick | vegetable oil | 1 green bell pepper, chopped | 2 tablespoons chopped fresh cilantro | 2 tablespoons sherry ","Heat 2 tablespoons oil in a large skillet over medium high heat.  Season brisket with salt and pepper.  Add to hot oil, working in small batches, cook 3 minutes on each side or until browned.  Heat remaining 2 tablespoons oil in a medium skillet over medium high heat.  Add sliced bell pepper and cook, stirring constantly, about 5 minutes.  Sprinkle with coriander."
60063,"chuck roast,cannellini bean",Quick Beef & Bean Soup, 1 lb chuck roast | 2 cans cannellini beans ( with the liquid ) ,Trim beef and pull it into shreds.  Set aside.  Add undrained cannellara beans and liquid to the pot.  Cover and simmer on low heat for 2 hours.  Discard bean liquid and cook for 15 minutes.  Serve.
60064,"red chili pepper,chunky salsa,beef tip meat,noodle,capsicum,chili paste,breadcrumb",Rice Cooker Meatballs," 3 lbs beef tips, minced | 1/2 cup dried breadcrumbs | 3 tablespoons red chili peppers, minced | 2 tablespoons red chili paste, chopped | 1 cup green capsicum, minced | 1 cup noodle, fried ( any kind ) | 1 cup thick & chunky salsa ",Place meatballs in the rice cooker.  Combine remaining ingredients in a bowl and add to rice cooker.  Stir.  Press cook on medium 3 hours.  Remove from cooker and serve.
60065,"pork shoulder,lemon peel,soymilk,iceberg lettuce,cajun seasoning,red snapper fillet,golden syrup,nutmeg",Jim Chiarello's Cajun Pork," 20 large red snapper fillets | 1/4 teaspoon ground nutmeg | 3 tablespoons cajun seasoning | 1 tablespoon fresh lemon peel | 1 tablespoon light golden syrup | 2 cups soymilk | 1/4 cup unsweetened soymilk | 5 tablespoons shaved unsalted mixed nuts, such as pecans ( optional ) | 4 cups iceberg lettuce, coarsely chopped ","Preheat oven to 350 degrees f.  Combine 1/4 teaspoon nutmeg, 1 tablespoon cajun seasoning and lemon peel in a small bowl.  Rub seasoning mixture into the fillets.  Arrange fillets in a single layer on a baking sheet.  Sprinkle fillets with the golden syrup.  Bake, uncovered, in the preheated oven until fillets are firm, about 10 minutes.  Meanwhile, in a medium bowl, blend soy milk and soymilk.  Pour over fish and sprinkle with minced nuts."
60066,"vegetable stock,chicken breast,mini marshmallow,white vinegar,green onion,plum tomato",Chinese Chicken Salad," 4 boneless skinless chicken breasts, cooked and sliced into thin strips | 1 small plum tomato, seeded and chopped | 1/2 cup chopped green onion | 1/2 cup frozen mini marshmallows | 1/2 cup vegetable stock | 1/4 cup white vinegar ","Boil up vegetable stock, add sweetener and vinegar.  Allow to cool to room temperature.  Pour mixture over chicken and sprinkle with the green onions and marshmallows."
60067,"strawberry,green coriander,cardamom,egg white,bell pepper,cumin seed,jasmine rice,olive",Yummy Persian Breakfast," 2 3/4 tablespoons olive or 2 3/4 tablespoons grapeseed oil | 1 jasmine rice | 1/2 teaspoon cumin seed | 1/2 teaspoon cardamom ( i've used ground cardamom here too ) | 1 bunch green coriander, washed & torn | 2 bell peppers, sliced | 6 large eggs | 3/4 cup sliced ripe olives, drained and patted dry ( i used sliced pita pockets ) | sliced ripe olives ( optional ) ","Preheat oven to 375 degrees.  Pour olive or grapeseed oil into oven safe nonstick skillet.  Place on burner so it will brown at around 360 degrees about 5 - 7 minutes, depending on your heat.  While waiting for the oil, sprinkle the rice with 1/2 tsp cumin seeds and 1/2 tsp cardamon.  Sear the rice, stirring constantly, for 2 minutes.  Turn over to bake for another 8 - 10 minutes.  Set aside covered with foil to keep warm.  Place a pot of water on stove on low heat.  In a non stick pan / skillet, cook peppers using water until all pink is gone.  Drain off water and cut in strips.  Remove peppers from the pan. .  In the same pan / skillet, scramble eggs.  When the eggs are almost done, add olives, green coriander, and the rest of the spices.  Stir & remove from heat.  Pour eggs & peppers over hot rice.  Mix all ingredients well and place in a baking dish.  Bake 25 - 30 minutes or until eggs are set and rice is crispy."
60068,"pomegranate paste,anaheim chilies,plain yogurt,heavy whipping cream",Yogurt Ice Cream," 1 1/2 cups plain yogurt, plain | 1/2 cup heavy whipping cream, chilled | 2 large anaheim chilies, seeded and minced | 2 tablespoons pomegranate paste ",Blend all ingredients until smooth.  Fold into yogurt.  Cover.
60069,"tomato puree,kaffir lime leaf,ricotta cheese,apple liqueur",Kaffir Lime Dip, 1 container ricotta cheese | 1/4 cup apple liqueur | 1/2 cup tomato puree | 2 tablespoons kaffir lime leaves ,"Beat the ricotta with a fork in a bowl with the apple liqueur, tomato puree and kaffir lime leaves until smooth."
60070,"graham cracker crumb,chicken broth,dark sesame oil",Chinese-Style Salt Crumbs , 3/4 cup chicken broth | 1/4 cup grated fresh gingerroot or 1/4 cup fresh orange rind | 1/4 cup dark sesame oil | 3/4 cup graham cracker crumbs ,Combine all ingredients in a medium bowl. .  Spread on an ungreased baking sheet.  Preheat oven to 450°f bake for 15 minutes.  Serve.
60071,"grain mustard,cherry,bell pepper,half,barbecue sauce,parsley leaf,macaroni",Barbecue Mac and Cream, 1 cup barbecue sauce | 1 cup half-and-half | 2 tablespoons prepared whole grain mustard | 1 cup diced bell pepper | 1/4 cup finely chopped fresh parsley leaves | 1 1/2 cups uncooked whole wheat macaroni | 2 cups halved canned cherries ,"In medium bowl, mix barbecue sauce, half and half, and mustard until well blended.  In small bowl, combine bell pepper, parsley, and half and half with macaroni in large bowl.  Pour half of sauce mixture over macaroni."
60072,"lamb,filet beef,chipotle chile,part mozzarella cheese,cannellini bean,red chili pepper",Spicy Crock Pot Lamb and Mozzarella  Chili," 14 ounces cannellini beans, drained and rinsed | 10 ounces lean stewing lamb, coarsely chopped | 8 ounces lamb, coarsely chopped | 1 red chili pepper, dried, seeded halved | 1 chipotle chile, ground | 8 ounces part-skim mozzarella cheese ","Put all ingredients except cheese in the crock pot.  Cover and cook on high for 4 hours or on low for 8 hours.  When done, add mozzarella cheese, stir, and leave on high until it melts.  Serve over noodles or rice."
60073,"nonfat milk,kidney bean,navy bean,chicken bouillon granule",Chara's Healthy Refried Beans, 1 bag dry kidney beans | 1 bag navy beans | 1 teaspoon chicken bouillon granule ( optional ) | 3 tablespoons nonfat milk ,"In a large pot, add the beans, water, bouillon and optional ingredients.  Bring to boil.  Turn to simmer and cook until all ingredients are tender.  Serve with fresh bread or a crusty loaf.  Refrigerate leftovers."
60074,"jalapeno chile,couscous,peanut butter,avocado,irish cream",Easy Curried Couscous With Avacado & Hot Chocolate," 1 1/2 cups instant couscous ( the kind with the fluffier the better ) | 1 2 tablespoons smooth peanut butter or 2 tablespoons almond butter | 1 avocado, ripe, peeled, seeded and diced | 1 jalapeno chile, seeded and finely chopped | irish cream ","Stir the couscous into the peanut butter and toss to combine.  Add the avocado, chile, and remaining ingredients and toss to combine.  Serve warm with a spoonful of sour cream."
